p(she | because) = 0.3333333333333333
p(said | has) = 0.058823529411764705
p(that | said) = 0.03571428571428571
p(send | would) = 0.05555555555555555
p(it | send) = 0.5
p(on | it) = 0.024193548387096774
p(day | the) = 0.002881844380403458
p(when | day) = 0.3333333333333333
p(betrothal | the) = 0.002881844380403458
p(was | betrothal) = 1.0
p(publicly | was) = 0.010101010101010102
p(proclaimed | publicly) = 1.0
p(</s> | proclaimed) = 1.0
p(man | the) = 0.020172910662824207
p(who | man) = 0.2857142857142857
p(wrote | who) = 0.08333333333333333
p(the | wrote) = 0.5
p(is | note) = 0.125
p(german | a) = 0.011111111111111112
p(</s> | german) = 0.16666666666666666
p(is | there) = 0.2413793103448276
p(only | is) = 0.014285714285714285
p(point | one) = 0.047619047619047616
p(on | point) = 0.3333333333333333
p(which | on) = 0.08333333333333333
p(i | which) = 0.15555555555555556
p(must | i) = 0.025510204081632654
p(insist | must) = 0.07692307692307693
p(</s> | insist) = 1.0
p(looked | it) = 0.008064516129032258
p(as | looked) = 0.16666666666666666
p(the | if) = 0.22727272727272727
p(pair | the) = 0.002881844380403458
p(might | pair) = 0.3333333333333333
p(take | might) = 0.25
p(an | take) = 0.14285714285714285
p(immediate | an) = 0.043478260869565216
p(departure | immediate) = 1.0
p(and | departure) = 1.0
p(so | and) = 0.01
p(necessitate | so) = 0.058823529411764705
p(very | necessitate) = 1.0
p(prompt | very) = 0.047619047619047616
p(and | prompt) = 0.5
p(energetic | and) = 0.005
p(measures | energetic) = 0.5
p(on | measures) = 1.0
p(my | on) = 0.125
p(part | my) = 0.01639344262295082
p(</s> | part) = 0.25
p(fear | i) = 0.00510204081632653
p(that | fear) = 0.5
p(bore | i) = 0.00510204081632653
p(you | bore) = 1.0
p(with | you) = 0.010101010101010102
p(these | with) = 0.019230769230769232
p(details | these) = 0.25
p(but | details) = 1.0
p(have | i) = 0.08163265306122448
p(to | have) = 0.02
p(let | to) = 0.0053475935828877
p(you | let) = 0.3333333333333333
p(see | you) = 0.020202020202020204
p(little | my) = 0.01639344262295082
p(difficulties | little) = 0.1
p(if | difficulties) = 1.0
p(you | if) = 0.2727272727272727
p(to | are) = 0.05
p(understand | to) = 0.0053475935828877
p(the | understand) = 0.2
p(situation | the) = 0.002881844380403458
p(i | situation) = 1.0
p(following | am) = 0.06666666666666667
p(you | following) = 0.5
p(closely | you) = 0.010101010101010102
p(i | closely) = 0.5
p(answered | i) = 0.01020408163265306
p(</s> | answered) = 0.5
p(slipping | <s>) = 0.0028089887640449437
p(through | slipping) = 1.0
p(shouting | the) = 0.002881844380403458
p(crowd | shouting) = 1.0
p(i | crowd) = 0.5
p(made | i) = 0.01020408163265306
p(my | made) = 0.125
p(way | my) = 0.01639344262295082
p(to | way) = 0.16666666666666666
p(corner | the) = 0.011527377521613832
p(of | corner) = 0.4
p(and | street) = 0.3333333333333333
p(in | and) = 0.02
p(ten | in) = 0.016260162601626018
p(minutes | ten) = 1.0
p(was | minutes) = 0.1111111111111111
p(rejoiced | was) = 0.010101010101010102
p(to | rejoiced) = 1.0
p(find | to) = 0.0106951871657754
p(my | find) = 0.25
p(arm | s) = 0.058823529411764705
p(in | arm) = 1.0
p(mine | in) = 0.008130081300813009
p(and | mine) = 1.0
p(to | and) = 0.025
p(get | to) = 0.0106951871657754
p(away | get) = 0.25
p(from | away) = 0.4
p(the | from) = 0.19444444444444445
p(uproar | of) = 0.005376344086021506
p(</s> | uproar) = 1.0
p(this | in) = 0.04065040650406504
p(case | this) = 0.06896551724137931
p(i | case) = 0.125
p(found | i) = 0.02040816326530612
p(her | found) = 0.125
p(biography | her) = 0.027777777777777776
p(sandwiched | biography) = 1.0
p(in | sandwiched) = 1.0
p(between | in) = 0.008130081300813009
p(that | between) = 0.5
p(of | that) = 0.02247191011235955
p(hebrew | a) = 0.005555555555555556
p(rabbi | hebrew) = 1.0
p(and | rabbi) = 1.0
p(staff | a) = 0.005555555555555556
p(commander | staff) = 1.0
p(who | commander) = 1.0
p(had | who) = 0.20833333333333334
p(written | had) = 0.0196078431372549
p(a | written) = 0.5
p(monograph | a) = 0.005555555555555556
p(upon | monograph) = 1.0
p(deep | the) = 0.005763688760806916
p(sea | deep) = 0.3333333333333333
p(fishes | sea) = 1.0
p(</s> | fishes) = 1.0
p(she | eyes) = 0.125
p(eclipses | she) = 0.016666666666666666
p(and | eclipses) = 1.0
p(predominates | and) = 0.005
p(the | predominates) = 1.0
p(whole | the) = 0.005763688760806916
p(of | whole) = 0.25
p(her | of) = 0.016129032258064516
p(sex | her) = 0.027777777777777776
p(</s> | sex) = 1.0
p(it | wrote) = 0.5
p(presumably | was) = 0.010101010101010102
p(well | presumably) = 1.0
p(to | well) = 0.1
p(do | to) = 0.0213903743315508
p(remarked | i) = 0.01020408163265306
p(endeavouring | remarked) = 0.16666666666666666
p(to | endeavouring) = 1.0
p(imitate | to) = 0.0053475935828877
p(my | imitate) = 1.0
p(companion | my) = 0.01639344262295082
p(s | companion) = 0.5
p(processes | s) = 0.058823529411764705
p(</s> | processes) = 1.0
p(sherlock | <s>) = 0.0028089887640449437
p(i | holmes) = 0.02702702702702703
p(believe | i) = 0.01020408163265306
p(said | believe) = 0.5
p(she | said) = 0.03571428571428571
p(</s> | she) = 0.016666666666666666
p(an | is) = 0.02857142857142857
p(ordinary | an) = 0.043478260869565216
p(plumber | ordinary) = 1.0
p(s | plumber) = 1.0
p(smoke | s) = 0.058823529411764705
p(rocket | smoke) = 0.6666666666666666
p(fitted | rocket) = 0.25
p(with | fitted) = 1.0
p(cap | a) = 0.005555555555555556
p(at | cap) = 1.0
p(either | at) = 0.022222222222222223
p(end | either) = 0.3333333333333333
p(to | end) = 0.2
p(make | to) = 0.016042780748663103
p(it | make) = 0.3333333333333333
p(self | it) = 0.008064516129032258
p(lighting | self) = 1.0
p(</s> | lighting) = 0.5
p(yet | and) = 0.025
p(it | yet) = 0.09090909090909091
p(would | it) = 0.03225806451612903
p(be | would) = 0.16666666666666666
p(the | be) = 0.023255813953488372
p(blackest | the) = 0.002881844380403458
p(treachery | blackest) = 1.0
p(to | treachery) = 1.0
p(holmes | to) = 0.0053475935828877
p(to | holmes) = 0.02702702702702703
p(draw | to) = 0.0053475935828877
p(back | draw) = 1.0
p(now | back) = 0.14285714285714285
p(from | now) = 0.07142857142857142
p(which | part) = 0.125
p(he | which) = 0.13333333333333333
p(intrusted | had) = 0.0196078431372549
p(to | intrusted) = 1.0
p(me | to) = 0.03208556149732621
p(</s> | me) = 0.12121212121212122
p(be | shall) = 0.25
p(all | be) = 0.023255813953488372
p(anxiety | all) = 0.043478260869565216
p(then | anxiety) = 1.0
p(as | then) = 0.03571428571428571
p(money | to) = 0.0053475935828877
p(you | money) = 0.5
p(_carte | have) = 0.02
p(blanche_ | _carte) = 1.0
p(absolutely | blanche_) = 1.0
p(i | absolutely) = 0.3333333333333333
p(tell | i) = 0.00510204081632653
p(you | tell) = 0.375
p(give | would) = 0.05555555555555555
p(one | give) = 0.5
p(provinces | the) = 0.002881844380403458
p(of | provinces) = 1.0
p(my | of) = 0.03225806451612903
p(kingdom | my) = 0.01639344262295082
p(to | kingdom) = 0.5
p(have | to) = 0.0106951871657754
p(that | have) = 0.02
p(photograph | that) = 0.011235955056179775
p(present | for) = 0.02702702702702703
p(expenses | present) = 0.25
p(the | expenses) = 1.0
p(took | king) = 0.07142857142857142
p(a | took) = 0.3333333333333333
p(heavy | a) = 0.011111111111111112
p(chamois | heavy) = 0.25
p(leather | chamois) = 1.0
p(bag | leather) = 0.5
p(from | bag) = 1.0
p(under | from) = 0.05555555555555555
p(his | under) = 0.2
p(cloak | his) = 0.0125
p(and | cloak) = 0.5
p(laid | and) = 0.01
p(it | laid) = 0.3333333333333333
p(table | the) = 0.005763688760806916
p(</s> | table) = 1.0
p(nice | a) = 0.005555555555555556
p(little | nice) = 1.0
p(brougham | little) = 0.1
p(and | brougham) = 0.3333333333333333
p(pair | a) = 0.011111111111111112
p(of | pair) = 0.3333333333333333
p(beauties | of) = 0.005376344086021506
p(</s> | beauties) = 1.0
p(leave | i) = 0.00510204081632653
p(a | leave) = 1.0
p(which | photograph) = 0.058823529411764705
p(might | he) = 0.037037037037037035
p(care | might) = 0.125
p(to | care) = 1.0
p(possess | to) = 0.0053475935828877
p(and | possess) = 1.0
p(remain | i) = 0.00510204081632653
p(dear | remain) = 0.5
p(mr | dear) = 0.4
p(very | holmes) = 0.02702702702702703
p(truly | very) = 0.047619047619047616
p(yours | truly) = 1.0
p(irene | yours) = 0.5
p(norton | irene) = 0.1
p(_née_ | norton) = 0.25
p(adler | _née_) = 1.0
p(what | adler) = 0.1111111111111111
p(a | what) = 0.125
p(oh | woman) = 0.08333333333333333
p(what | oh) = 0.2
p(cried | woman) = 0.08333333333333333
p(the | cried) = 0.16666666666666666
p(when | bohemia) = 0.125
p(we | when) = 0.13043478260869565
p(had | we) = 0.10714285714285714
p(all | had) = 0.0196078431372549
p(three | all) = 0.13043478260869565
p(read | three) = 0.25
p(this | read) = 0.3333333333333333
p(epistle | this) = 0.034482758620689655
p(</s> | epistle) = 1.0
p(_bijou_ | a) = 0.005555555555555556
p(villa | _bijou_) = 1.0
p(with | villa) = 1.0
p(garden | a) = 0.005555555555555556
p(at | garden) = 0.5
p(back | the) = 0.002881844380403458
p(but | back) = 0.14285714285714285
p(built | but) = 0.023809523809523808
p(out | built) = 1.0
p(right | front) = 0.16666666666666666
p(up | right) = 0.2
p(to | up) = 0.17391304347826086
p(road | the) = 0.002881844380403458
p(two | road) = 0.5
p(stories | two) = 0.1111111111111111
p(</s> | stories) = 1.0
p(understand | you) = 0.010101010101010102
p(i | understand) = 0.2
p(to | am) = 0.13333333333333333
p(be | to) = 0.06417112299465241
p(neutral | be) = 0.023255813953488372
p(to | neutral) = 1.0
p(nothing | do) = 0.0625
p(whatever | nothing) = 0.16666666666666666
p(</s> | whatever) = 1.0
p(a | was) = 0.10101010101010101
p(smart | a) = 0.005555555555555556
p(little | smart) = 1.0
p(landau | little) = 0.1
p(which | landau) = 0.3333333333333333
p(rattled | which) = 0.022222222222222223
p(up | rattled) = 1.0
p(door | the) = 0.025936599423631124
p(of | door) = 0.2
p(</s> | lodge) = 0.2222222222222222
p(not | have) = 0.08
p(observed | not) = 0.02127659574468085
p(</s> | observed) = 0.6666666666666666
p(but | <s>) = 0.02247191011235955
p(you | but) = 0.047619047619047616
p(know | you) = 0.020202020202020204
p(i | know) = 0.14285714285714285
p(trained | been) = 0.038461538461538464
p(as | trained) = 0.5
p(an | as) = 0.023255813953488372
p(actress | an) = 0.043478260869565216
p(myself | actress) = 1.0
p(</s> | myself) = 0.2222222222222222
p(searching | was) = 0.010101010101010102
p(his | searching) = 1.0
p(pockets | his) = 0.025
p(for | pockets) = 0.5
p(key | the) = 0.002881844380403458
p(when | key) = 1.0
p(someone | when) = 0.043478260869565216
p(passing | someone) = 0.5
p(said | passing) = 0.5
p(good | said) = 0.03571428571428571
p(mister | night) = 0.14285714285714285
p(sherlock | mister) = 1.0
p(there | holmes) = 0.02702702702702703
p(were | there) = 0.034482758620689655
p(several | were) = 0.045454545454545456
p(people | several) = 0.5
p(on | people) = 0.5
p(pavement | the) = 0.002881844380403458
p(at | pavement) = 1.0
p(time | the) = 0.002881844380403458
p(but | time) = 0.2
p(the | but) = 0.09523809523809523
p(greeting | the) = 0.002881844380403458
p(appeared | greeting) = 1.0
p(to | appeared) = 1.0
p(come | to) = 0.0106951871657754
p(from | come) = 0.2
p(a | from) = 0.027777777777777776
p(slim | a) = 0.005555555555555556
p(youth | slim) = 1.0
p(in | youth) = 1.0
p(an | in) = 0.024390243902439025
p(ulster | an) = 0.043478260869565216
p(who | ulster) = 0.5
p(by | hurried) = 0.3333333333333333
p(</s> | by) = 0.04
p(if | <s>) = 0.019662921348314606
p(latter | the) = 0.002881844380403458
p(it | latter) = 1.0
p(less | was) = 0.010101010101010102
p(likely | less) = 0.25
p(</s> | likely) = 0.3333333333333333
p(by | <s>) = 0.0056179775280898875
p(the | by) = 0.36
p(way | the) = 0.005763688760806916
p(since | way) = 0.16666666666666666
p(you | since) = 0.5
p(interested | are) = 0.05
p(in | interested) = 1.0
p(these | in) = 0.008130081300813009
p(little | these) = 0.25
p(problems | little) = 0.1
p(and | problems) = 1.0
p(since | and) = 0.005
p(good | are) = 0.05
p(enough | good) = 0.23076923076923078
p(to | enough) = 0.75
p(chronicle | to) = 0.0053475935828877
p(one | chronicle) = 1.0
p(or | one) = 0.09523809523809523
p(two | or) = 0.1111111111111111
p(of | two) = 0.1111111111111111
p(trifling | my) = 0.01639344262295082
p(experiences | trifling) = 1.0
p(you | experiences) = 1.0
p(may | you) = 0.0707070707070707
p(be | may) = 0.047619047619047616
p(interested | be) = 0.023255813953488372
p(he | this) = 0.034482758620689655
p(threw | he) = 0.012345679012345678
p(over | threw) = 0.3333333333333333
p(a | over) = 0.1111111111111111
p(sheet | a) = 0.011111111111111112
p(of | sheet) = 1.0
p(thick | of) = 0.005376344086021506
p(pink | thick) = 0.3333333333333333
p(tinted | pink) = 1.0
p(notepaper | tinted) = 1.0
p(which | notepaper) = 1.0
p(had | which) = 0.08888888888888889
p(been | had) = 0.19607843137254902
p(lying | been) = 0.038461538461538464
p(open | lying) = 1.0
p(upon | open) = 0.1111111111111111
p(obviously | <s>) = 0.0028089887640449437
p(they | obviously) = 1.0
p(have | they) = 0.06666666666666667
p(caused | been) = 0.038461538461538464
p(by | caused) = 1.0
p(someone | by) = 0.04
p(who | someone) = 0.5
p(has | who) = 0.041666666666666664
p(very | has) = 0.058823529411764705
p(carelessly | very) = 0.047619047619047616
p(scraped | carelessly) = 1.0
p(round | scraped) = 1.0
p(the | round) = 0.6666666666666666
p(edges | the) = 0.002881844380403458
p(of | edges) = 1.0
p(sole | the) = 0.002881844380403458
p(in | sole) = 1.0
p(order | in) = 0.008130081300813009
p(to | order) = 1.0
p(remove | to) = 0.0053475935828877
p(crusted | remove) = 1.0
p(mud | crusted) = 1.0
p(from | mud) = 1.0
p(it | from) = 0.027777777777777776
p(</s> | it) = 0.04032258064516129
p(capital | a) = 0.005555555555555556
p(mistake | capital) = 1.0
p(to | mistake) = 1.0
p(theorise | to) = 0.0053475935828877
p(before | theorise) = 1.0
p(one | before) = 0.1111111111111111
p(has | one) = 0.047619047619047616
p(data | has) = 0.058823529411764705
p(</s> | data) = 0.5
p(alarm | the) = 0.005763688760806916
p(of | alarm) = 0.5
p(fire | of) = 0.026881720430107527
p(was | fire) = 0.1111111111111111
p(admirably | was) = 0.010101010101010102
p(done | admirably) = 0.5
p(</s> | done) = 0.5
p(that | <s>) = 0.014044943820224719
p(very | is) = 0.02857142857142857
p(bad | very) = 0.047619047619047616
p(</s> | bad) = 0.5
p(whistled | holmes) = 0.02702702702702703
p(</s> | whistled) = 1.0
p(call | shall) = 0.125
p(with | call) = 0.125
p(to | king) = 0.07142857142857142
p(morrow | to) = 0.016042780748663103
p(and | morrow) = 0.3333333333333333
p(with | and) = 0.005
p(you | with) = 0.038461538461538464
p(if | you) = 0.010101010101010102
p(care | you) = 0.010101010101010102
p(with | come) = 0.2
p(us | with) = 0.019230769230769232
p(</s> | us) = 0.14285714285714285
p(did | <s>) = 0.0028089887640449437
p(i | did) = 0.16666666666666666
p(not | i) = 0.00510204081632653
p(tell | not) = 0.06382978723404255
p(how | you) = 0.010101010101010102
p(quick | how) = 0.0625
p(and | quick) = 1.0
p(resolute | and) = 0.005
p(she | resolute) = 1.0
p(was | she) = 0.08333333333333333
p(</s> | was) = 0.010101010101010102
p(at | <s>) = 0.014044943820224719
p(his | at) = 0.044444444444444446
p(fall | his) = 0.0125
p(the | fall) = 1.0
p(guardsmen | the) = 0.002881844380403458
p(took | guardsmen) = 0.5
p(to | took) = 0.16666666666666666
p(their | to) = 0.0053475935828877
p(heels | their) = 0.16666666666666666
p(in | heels) = 1.0
p(direction | one) = 0.047619047619047616
p(and | direction) = 1.0
p(loungers | the) = 0.002881844380403458
p(in | loungers) = 1.0
p(while | other) = 0.2857142857142857
p(a | while) = 0.16666666666666666
p(number | a) = 0.005555555555555556
p(of | number) = 1.0
p(better | of) = 0.005376344086021506
p(dressed | better) = 0.2
p(people | dressed) = 0.25
p(who | people) = 0.5
p(watched | had) = 0.0196078431372549
p(the | watched) = 0.5
p(scuffle | the) = 0.002881844380403458
p(without | scuffle) = 1.0
p(taking | without) = 0.1
p(part | taking) = 0.5
p(in | part) = 0.125
p(it | in) = 0.008130081300813009
p(crowded | it) = 0.008064516129032258
p(in | crowded) = 1.0
p(to | in) = 0.008130081300813009
p(help | to) = 0.0106951871657754
p(the | help) = 0.2
p(and | lady) = 0.14285714285714285
p(attend | to) = 0.0053475935828877
p(to | attend) = 1.0
p(what | <s>) = 0.014044943820224719
p(was | what) = 0.08333333333333333
p(relation | the) = 0.002881844380403458
p(between | relation) = 1.0
p(them | between) = 0.25
p(and | them) = 0.42857142857142855
p(what | and) = 0.015
p(the | what) = 0.041666666666666664
p(object | the) = 0.002881844380403458
p(of | object) = 0.5
p(repeated | his) = 0.0125
p(visits | repeated) = 1.0
p(</s> | visits) = 1.0
p(</s> | yet) = 0.18181818181818182
p(both | is) = 0.014285714285714285
p(or | both) = 0.2
p(none | or) = 0.05555555555555555
p(said | none) = 0.16666666666666666
p(he | said) = 0.17857142857142858
p(same | the) = 0.005763688760806916
p(instant | same) = 0.5
p(i | instant) = 0.3333333333333333
p(him | saw) = 0.3333333333333333
p(raise | him) = 0.043478260869565216
p(his | raise) = 0.5
p(and | hand) = 0.16666666666666666
p(at | and) = 0.01
p(signal | the) = 0.005763688760806916
p(i | signal) = 0.5
p(tossed | i) = 0.00510204081632653
p(my | tossed) = 1.0
p(rocket | my) = 0.01639344262295082
p(into | rocket) = 0.25
p(with | room) = 0.0625
p(cry | a) = 0.005555555555555556
p(of | cry) = 1.0
p(the | fire) = 0.1111111111111111
p(word | the) = 0.002881844380403458
p(was | word) = 0.25
p(no | was) = 0.010101010101010102
p(sooner | no) = 0.07692307692307693
p(out | sooner) = 1.0
p(mouth | my) = 0.01639344262295082
p(than | mouth) = 1.0
p(the | than) = 0.1
p(crowd | whole) = 0.25
p(of | crowd) = 0.5
p(spectators | of) = 0.005376344086021506
p(well | spectators) = 1.0
p(dressed | well) = 0.2
p(and | dressed) = 0.25
p(ill | and) = 0.005
p(gentlemen | ill) = 0.5
p(ostlers | gentlemen) = 1.0
p(and | ostlers) = 1.0
p(servant | and) = 0.005
p(maids | servant) = 0.3333333333333333
p(joined | maids) = 1.0
p(in | joined) = 1.0
p(general | a) = 0.005555555555555556
p(shriek | general) = 0.5
p(of | shriek) = 1.0
p(thick | fire) = 0.1111111111111111
p(clouds | thick) = 0.3333333333333333
p(of | clouds) = 1.0
p(smoke | of) = 0.005376344086021506
p(curled | smoke) = 0.3333333333333333
p(through | curled) = 1.0
p(and | room) = 0.125
p(out | and) = 0.005
p(at | out) = 0.1
p(open | the) = 0.002881844380403458
p(window | open) = 0.1111111111111111
p(</s> | window) = 0.42857142857142855
p(seldom | <s>) = 0.0028089887640449437
p(goes | seldom) = 0.3333333333333333
p(out | goes) = 1.0
p(other | at) = 0.022222222222222223
p(times | other) = 0.14285714285714285
p(except | times) = 0.25
p(when | except) = 1.0
p(she | when) = 0.13043478260869565
p(sings | she) = 0.016666666666666666
p(</s> | sings) = 1.0
p(seems | it) = 0.008064516129032258
p(that | seems) = 0.5
p(there | that) = 0.0449438202247191
p(had | there) = 0.034482758620689655
p(some | been) = 0.038461538461538464
p(informality | some) = 0.08333333333333333
p(about | informality) = 1.0
p(their | about) = 0.14285714285714285
p(license | their) = 0.16666666666666666
p(that | license) = 1.0
p(the | that) = 0.056179775280898875
p(clergyman | the) = 0.005763688760806916
p(absolutely | clergyman) = 0.25
p(refused | absolutely) = 0.3333333333333333
p(to | refused) = 1.0
p(marry | to) = 0.0053475935828877
p(them | marry) = 0.5
p(without | them) = 0.14285714285714285
p(a | without) = 0.1
p(witness | a) = 0.005555555555555556
p(of | witness) = 1.0
p(sort | some) = 0.08333333333333333
p(and | sort) = 0.5
p(my | that) = 0.02247191011235955
p(lucky | my) = 0.01639344262295082
p(appearance | lucky) = 1.0
p(saved | appearance) = 0.5
p(the | saved) = 1.0
p(bridegroom | the) = 0.002881844380403458
p(from | bridegroom) = 1.0
p(having | from) = 0.027777777777777776
p(to | having) = 0.5
p(sally | to) = 0.0053475935828877
p(out | sally) = 1.0
p(into | out) = 0.05
p(streets | the) = 0.002881844380403458
p(in | streets) = 0.5
p(search | in) = 0.008130081300813009
p(of | search) = 1.0
p(best | a) = 0.005555555555555556
p(man | best) = 0.25
p(all | was) = 0.020202020202020204
p(done | all) = 0.043478260869565216
p(in | done) = 0.5
p(instant | an) = 0.08695652173913043
p(and | instant) = 0.6666666666666666
p(there | and) = 0.005
p(gentleman | the) = 0.005763688760806916
p(thanking | gentleman) = 0.125
p(me | thanking) = 1.0
p(on | me) = 0.06060606060606061
p(one | the) = 0.002881844380403458
p(side | one) = 0.047619047619047616
p(and | side) = 0.25
p(on | lady) = 0.14285714285714285
p(the | while) = 0.3333333333333333
p(beamed | clergyman) = 0.25
p(on | beamed) = 1.0
p(me | on) = 0.08333333333333333
p(in | me) = 0.18181818181818182
p(</s> | front) = 0.16666666666666666
p(old | an) = 0.043478260869565216
p(trick | old) = 0.3333333333333333
p(that | trick) = 1.0
p(also | that) = 0.011235955056179775
p(i | also) = 0.3333333333333333
p(fathom | could) = 0.07142857142857142
p(then | fathom) = 1.0
p(they | then) = 0.03571428571428571
p(carried | they) = 0.06666666666666667
p(me | carried) = 1.0
p(</s> | in) = 0.016260162601626018
p(stay | <s>) = 0.0028089887640449437
p(where | stay) = 0.5
p(you | where) = 0.14285714285714285
p(</s> | are) = 0.05
p(she | <s>) = 0.03089887640449438
p(is | she) = 0.06666666666666667
p(daintiest | the) = 0.002881844380403458
p(thing | daintiest) = 1.0
p(under | thing) = 1.0
p(a | under) = 0.2
p(bonnet | a) = 0.005555555555555556
p(on | bonnet) = 1.0
p(this | on) = 0.041666666666666664
p(planet | this) = 0.034482758620689655
p(</s> | planet) = 1.0
p(is | photograph) = 0.11764705882352941
p(in | is) = 0.04285714285714286
p(recess | a) = 0.005555555555555556
p(behind | recess) = 1.0
p(a | behind) = 0.5
p(sliding | a) = 0.005555555555555556
p(panel | sliding) = 0.5
p(just | panel) = 1.0
p(above | just) = 0.09090909090909091
p(the | above) = 1.0
p(right | the) = 0.008645533141210375
p(bell | right) = 0.2
p(</s> | pull) = 0.3333333333333333
p(you | i) = 0.00510204081632653
p(will | you) = 0.04040404040404041
p(excuse | will) = 0.04
p(this | excuse) = 1.0
p(mask | this) = 0.034482758620689655
p(continued | mask) = 0.25
p(our | continued) = 1.0
p(strange | our) = 0.18181818181818182
p(visitor | strange) = 0.6666666666666666
p(</s> | visitor) = 0.2
p(walked | i) = 0.00510204081632653
p(round | walked) = 0.3333333333333333
p(it | round) = 0.3333333333333333
p(and | it) = 0.008064516129032258
p(examined | and) = 0.005
p(it | examined) = 1.0
p(closely | it) = 0.008064516129032258
p(from | closely) = 0.5
p(every | from) = 0.027777777777777776
p(point | every) = 0.3333333333333333
p(of | point) = 0.3333333333333333
p(view | of) = 0.005376344086021506
p(but | view) = 1.0
p(without | but) = 0.023809523809523808
p(noting | without) = 0.1
p(anything | noting) = 1.0
p(else | anything) = 0.5
p(of | else) = 0.3333333333333333
p(interest | of) = 0.005376344086021506
p(</s> | interest) = 1.0
p(her | that) = 0.011235955056179775
p(word | her) = 0.027777777777777776
p(is | word) = 0.25
p(inviolate | is) = 0.014285714285714285
p(</s> | inviolate) = 1.0
p(not | was) = 0.06060606060606061
p(merely | not) = 0.02127659574468085
p(that | merely) = 0.5
p(holmes | that) = 0.011235955056179775
p(changed | holmes) = 0.02702702702702703
p(his | changed) = 1.0
p(costume | his) = 0.0125
p(</s> | costume) = 0.5
p(rooms | his) = 0.0125
p(were | rooms) = 0.5
p(brilliantly | were) = 0.045454545454545456
p(lit | brilliantly) = 1.0
p(and | lit) = 0.5
p(even | and) = 0.005
p(as | even) = 0.25
p(looked | i) = 0.00510204081632653
p(up | looked) = 0.16666666666666666
p(i | up) = 0.043478260869565216
p(his | saw) = 0.16666666666666666
p(tall | his) = 0.0125
p(spare | tall) = 1.0
p(figure | spare) = 0.5
p(pass | figure) = 0.3333333333333333
p(twice | pass) = 1.0
p(in | twice) = 0.2
p(dark | a) = 0.005555555555555556
p(silhouette | dark) = 0.3333333333333333
p(against | silhouette) = 1.0
p(blind | the) = 0.002881844380403458
p(</s> | blind) = 1.0
p(present | at) = 0.044444444444444446
p(it | present) = 0.25
p(not | is) = 0.04285714285714286
p(too | not) = 0.02127659574468085
p(to | much) = 0.2
p(say | to) = 0.0053475935828877
p(that | say) = 0.2
p(of | is) = 0.014285714285714285
p(such | of) = 0.010752688172043012
p(weight | such) = 0.14285714285714285
p(it | weight) = 1.0
p(may | it) = 0.008064516129032258
p(have | may) = 0.047619047619047616
p(an | have) = 0.02
p(influence | an) = 0.043478260869565216
p(upon | influence) = 0.5
p(european | upon) = 0.05
p(history | european) = 1.0
p(i | history) = 1.0
p(promise | i) = 0.00510204081632653
p(said | promise) = 1.0
p(asked | that) = 0.011235955056179775
p(holmes | asked) = 0.16666666666666666
p(seldom | have) = 0.02
p(heard | seldom) = 0.3333333333333333
p(him | heard) = 0.25
p(mention | him) = 0.043478260869565216
p(her | mention) = 1.0
p(under | her) = 0.027777777777777776
p(any | under) = 0.2
p(other | any) = 0.3333333333333333
p(name | other) = 0.14285714285714285
p(</s> | name) = 0.25
p(was | <s>) = 0.0056179775280898875
p(she | was) = 0.010101010101010102
p(his | she) = 0.016666666666666666
p(client | his) = 0.025
p(his | client) = 0.16666666666666666
p(friend | his) = 0.0125
p(or | friend) = 0.14285714285714285
p(his | or) = 0.05555555555555555
p(mistress | his) = 0.0125
p(</s> | mistress) = 0.5
p(lay | it) = 0.008064516129032258
p(between | lay) = 0.5
p(and | that) = 0.011235955056179775
p(her | and) = 0.005
p(bedroom | her) = 0.027777777777777776
p(and | bedroom) = 1.0
p(determined | was) = 0.010101010101010102
p(to | determined) = 1.0
p(which | see) = 0.1
p(</s> | which) = 0.022222222222222223
p(</s> | indeed) = 0.2
p(heavy | <s>) = 0.0028089887640449437
p(bands | heavy) = 0.25
p(of | bands) = 1.0
p(astrakhan | of) = 0.005376344086021506
p(were | astrakhan) = 1.0
p(slashed | were) = 0.045454545454545456
p(across | slashed) = 1.0
p(the | across) = 0.3333333333333333
p(sleeves | the) = 0.002881844380403458
p(and | sleeves) = 1.0
p(fronts | and) = 0.005
p(of | fronts) = 1.0
p(double | his) = 0.0125
p(breasted | double) = 0.3333333333333333
p(coat | breasted) = 1.0
p(while | coat) = 1.0
p(blue | deep) = 0.3333333333333333
p(cloak | blue) = 0.5
p(which | cloak) = 0.5
p(was | which) = 0.08888888888888889
p(thrown | was) = 0.010101010101010102
p(over | thrown) = 1.0
p(his | over) = 0.2222222222222222
p(shoulders | his) = 0.0125
p(was | shoulders) = 0.5
p(lined | was) = 0.010101010101010102
p(with | lined) = 1.0
p(flame | with) = 0.019230769230769232
p(coloured | flame) = 1.0
p(silk | coloured) = 1.0
p(and | silk) = 1.0
p(secured | and) = 0.005
p(at | secured) = 1.0
p(neck | the) = 0.002881844380403458
p(with | neck) = 1.0
p(brooch | a) = 0.005555555555555556
p(which | brooch) = 1.0
p(consisted | which) = 0.022222222222222223
p(of | consisted) = 1.0
p(single | a) = 0.005555555555555556
p(flaming | single) = 1.0
p(beryl | flaming) = 1.0
p(</s> | beryl) = 1.0
p(la | <s>) = 0.0028089887640449437
p(scala | la) = 1.0
p(hum | scala) = 1.0
